Name,first,affiliation,occupation,epithet,status,age,bounty,residence,dfname,last_bounty,latest_age,main_crew
Nefertari Vivi,Chapter 103; Episode 62[1],"Arabasta Kingdom (Nefertari Family); Straw Hat Pirates (former, temporary); Baroque Works[1] (double agent);[2] Suna Suna Clan (former)[3]",Princess of Arabasta; Pirate (former); Bounty Hunter (former); Frontier Agent[1] (former);[2] Suna Suna Clan Vice-Leader (former)[3],,Alive,16 (debut)[5]18 (after timeskip)[6],,Arabasta Kingdom (Alubarna),,,18,Arabasta Kingdom  
Mr. 13,Chapter 105; Episode 63[1],Baroque Works (former),Assassin (former),,Alive,,,,,,,Baroque Works  
Miss Friday,Chapter 105; Episode 63[1],Baroque Works (former),Assassin (former),,Alive,,,,,,,Baroque Works  
Igaram,Chapter 106; Episode 64[1],Arabasta;[2] Baroque Works[3] (former)[2],"Captain of the Royal Guard;[2] Frontier Agent[3] (former);[2] Bounty Hunter (former); Mayor of Whisky Peak[1] (undercover, former)[2]",,Alive,48 (debut)50 (after timeskip)[4],,,,,50,Arabasta
Miss Catherina,Chapter 106; Episode 64[2],Baroque Works[3],Millions Agent;[4] Bounty Hunter[3],,Alive,,,"Whisky Peak, Cactus Island",,,,Baroque Works 
Mr. Beans,Chapter 106; Episode 64[1],Baroque Works[2],Millions Agent;[3] Bounty Hunter[2],,Alive,,,Whisky Peak,,,,Baroque Works 
Miss Monday,Chapter 107; Episode 64[1],Baroque Works[1] (former),Frontier Agent (former);[1] Bounty Hunter,,Alive,,,,,,,Baroque Works   
Mr. Shimizu,Chapter 107; Episode 64[1],Baroque Works[2],Millions Agent;[3] Bounty Hunter[2],,Alive,,,Whisky Peak,,,,Baroque Works 
Karoo,Chapter 109; Episode 65[1],"Super Spot-Billed Duck Troops, Nefertari Vivi,[1] Straw Hat Pirates (former), Baroque Works (former)",Pet; Royal Transport; Captain of the Super Spot-Billed Duck Troops; Pirate (former),,Alive,14 (debut)16 (after timeskip)[2],,Arabasta Kingdom (Alubarna),,,16,"Super Spot-Billed Duck Troops, Nefertari Vivi,  Straw Hat Pirates  , Baroque Works  "
Gem,Chapter 110; Episode 65[1],New Spiders Cafe; Baroque Works[2] (former),Cafe Employee; Officer Agent[2][3] (former); Sniper,"""Gem of the Border"" (国境のジェム, Kokkyō no Jemu?)[5]",Alive,24 (debut)26 (after timeskip)[5],"10,000,000[5]",,Bomu Bomu no Mi,10000000.0,26,New Spiders Cafe
Mikita,Chapter 110; Episode 65[1],New Spiders Cafe; Baroque Works (former)[2],Cafe Pâtissier; Officer Agent[2][3] (former),"""Courier"" (運び屋, Hakobi-ya?)[5]",Alive,22 (debut)24 (after timeskip)[5],"7,500,000[5]",,Kiro Kiro no Mi,7500000.0,24,New Spiders Cafe
Crocodile,Chapter 126; Episode 76[1],Cross Guild;[2]Seven Warlords of the Sea[3] (former);[4]Baroque Works[5] (former);[4]Impel Down (former),Pirate; Cross Guild Chief Officer;[2] Baroque Works President[5] (former); Proprietor of Rain Dinners (former); Prisoner of the Great Prison (former),"""Sir Crocodile"" (サー・クロコダイル, Sā Kurokodairu?)[7]""Desert King"" (砂漠の王, Sabaku no Ō?)[8]",Alive,44 (debut)[9]46 (after timeskip)[10],"1,965,000,000[12]81,000,000[7]","Rainbase, Arabasta (former)",Suna Suna no Mi,1965000000.0,46,Cross Guild
Nico Robin,Chapter 114; Episode 67[1],"Straw Hat Pirates;Straw Hat Grand Fleet;Baroque Works[1] (defected);Foxy Pirates (filler, temporary);Ohara Archaeologists (former);Revolutionary Army (former, temporarily);Slavery (former);Ninja-Pirate-Mink-Samurai Alliance (disbanded)","Archaeologist;[2] Pirate; Senior Officer;[3] Geisha (temporary);[4] Assassin (former);[2] Baroque Works Vice President[1] (former); Rain Dinners manager[5] (former); Revolutionary (former, temporarily); Slave (former)","""Devil Child"" (悪魔の子, Akuma no Ko?, English versions: ""Demon Child"");[7]""Light of the Revolution"" (革命の灯, Kakumei no Tomoshibi?)[8]",Alive,28 (debut)[2][9]30 (after timeskip)[10][11],"930,000,000[3]130,000,000[15]80,000,000[7]79,000,000[16]","Ohara (former);Arabasta (former);Baltigo (former, temporary)",Hana Hana no Mi,930000000.0,30,Straw Hat Pirates
Banchi,Chapter 114; Episode 67[2],Baroque Works[3],Transportation,,Alive,,,,,,,Baroque Works 
Brogy,Chapter 115; Episode 71,Giant Warrior Pirates,Pirate Captain,"Brogy the Red Ogre (赤鬼のブロギー, Aka-Oni no Burogī?)",Alive,158 (debut)[1]160 (after timeskip)[2],"100,000,000",ElbafLittle Garden (former),,100000000.0,160,Giant Warrior Pirates
Brontosaurus,Chapter 115[1],,,,Deceased,,,Little Garden,,,,
Dorry,Chapter 116; Episode 71[1],Giant Warrior Pirates[1],Pirate Captain[1],"Dorry the Blue Ogre (青鬼のドリー, Ao-Oni no Dorī?)",Alive,158 (debut)[3]160 (after timeskip)[4],"100,000,000",ElbafLittle Garden (former),,100000000.0,160,Giant Warrior Pirates 
Samurai Batts,Chapter 117; Episode 70[1],,,,Alive,,,,,,,
Galdino,Chapter 117; Episode 70[1],Cross Guild;[3] Buggy's Delivery; Buggy and Alvida Alliance;[4] Baroque Works[5] (formerly),Pirate; Officer Agent[5] (former); Prisoner of the Great Prison (former),"""Loan Shark"" (闇金, Yamikin?)[6]",Alive,35 (debut)37 (after timeskip)[6],"24,000,000[6]",Karai Bari Island,Doru Doru no Mi,24000000.0,37,Cross Guild
Marianne,Chapter 117; Episode 70[2],New Spiders Cafe;[3] Baroque Works[4] (former),Cafe Employee;[3] Officer Agent[4] (former),"""Flag-Bearer of Freedom"" (自由の旗手マリアンヌ, Jiyū no Kishu Mariannu?)[5]",Alive,16 (debut)18 (after timeskip)[5],"29,000,000[5]",,,29000000.0,18,New Spiders Cafe
Mr. 11,Chapter 128; Episode 79[1],Baroque Works[2],Frontier Agent[2],,Deceased,,,,,,,Baroque Works 
Yuki,Chapter 129; Episode 78[1],,,,Unknown,,,,,,,
Bentham,Chapter 129; Episode 78[1],Newkama Land;[2] Baroque Works[3] (former),Queen of Newkama Land;[2] Officer Agent[3] (former); Prisoner of the Great Prison,"""Bentham of the Wild"" (荒野のベンサム, Kōya no Bensamu?)[4]",Alive,30 (debut)32 (after timeskip)[4],"32,000,000[6]",,Mane Mane no Mi,32000000.0,32,Newkama Land
Akumai,Chapter 129; Episode 78[1],Baroque Works[1],Billions agent[1],,Alive,,,,,,,Baroque Works 
Wapol,Chapter 131; Episode 79[1],Evil Black Drum Kingdom;[2] Drum Kingdom (former);[3][4] Bliking Pirates[5] (disbanded),King of Evil Black Drum Kingdom; President of Wapol Konzern; King of Drum Kingdom (former);[3][4] Pirate; Captain[5] (former),"""Tin-Plate"" Wapol (ブリキのワポル, Buriki no Waporu?, VIZ: Wapol of Tin)[5]",Alive,27 (debut)29 (after timeskip)[7],,Black Drum KingdomDrum Kingdom (former),Baku Baku no Mi,,29,Evil Black Drum Kingdom
Chess,Chapter 131; Episode 78[1],"Bliking Pirates (disbanded), Drum Kingdom (former)[2]",Head of Staff; Pirate[1],,Alive,30 (debut)32 (after timeskip)[3],,,,,32,"Bliking Pirates  , Drum Kingdom   "
Kuromarimo,Chapter 131; Episode 79[1],"Bliking Pirates (disbanded), Drum Kingdom (former)[2]",Magistrate; Pirate[2],,Alive,28 (debut)30 (after timeskip)[3],,,,,30,"Bliking Pirates  , Drum Kingdom   "
Dalton,Chapter 132; Episode 79[1],Sakura Kingdom[2],King of the Sakura Kingdom;[2] Chief Royal Guard of the Drum Kingdom (former)[3],,Alive,33 (debut)35 (after timeskip)[4],,Bighorn; Drum Castle (Former),"Ushi Ushi no Mi, Model: Bison",,35,Sakura Kingdom 
Kureha,Chapter 134; Episode 80[1],Sakura Kingdom; Isshi-100,Head-Doctor of the Sakura Kingdom; Leader of the Isshi-100,"""Witch"" (魔女, Majo?);[2]""Master of Doctors"" (マスターオブ医者, Masutā Obu Isha?)[1]",Alive,139 (debut)[3]141 (after timeskip)[4],,Drum Island,,,141,Sakura Kingdom
Marshall D. Teach,Chapter 223; Episode 146[1],Blackbeard Pirates;[2]Four Emperors;[3]Seven Warlords of the Sea[4] (former);[5]Whitebeard Pirates 2nd Division[6] (defected)[7],Pirate;[2] Admiral;[8] Emperor;[3] Apprentice (former); Warlord of the Sea[4] (former)[5],"""Blackbeard"" (黒ひげ, Kurohige?)[2] (""Black Beard"" in the edited dub)",Alive,38 (debut)[11]40 (after timeskip)[12],"3,996,000,000[14]2,247,600,000[15]0[4]",Hachinosu[10],Yami Yami no Mi,3996000000.0,40,Blackbeard Pirates
Van Augur,Chapter 222; Episode 146[1],Blackbeard Pirates[2],Pirate; Sniper;[2] Titanic Captain (Captain of the Third Ship),"""The Supersonic"" (音越, Otogoe?)[2]",Alive,25 (debut)27 (after timeskip)[3],"At least 64,000,000[3]",,Wapu Wapu no Mi,,27,Blackbeard Pirates 
Jesus Burgess,Chapter 222; Episode 146[1],Blackbeard Pirates,Helmsman;[2] Titanic Captain (Captain of the First Ship)[3],"""Champion"" (チャンピオン, Chanpion?)[2]",Alive,27 (debut)29 (after timeskip)[4],"At least 20,000,000[4]",,Riki Riki no Mi,,29,Blackbeard Pirates
Doc Q,Chapter 223; Episode 146[1],Blackbeard Pirates[2],Pirate; Doctor;[2] Titanic Captain (Captain of the Ninth Ship)[3],"""Death God"" (死神, Shinigami?, ""Grim Reaper"" in English versions)[2]",Alive,26 (debut)28 (after timeskip)[3],"At least 72,000,000[3]",,Shiku Shiku no Mi,,28,Blackbeard Pirates 
Laffitte,Chapter 234; Episode 151[1],Blackbeard Pirates,Pirate; Navigator;[2] Sheriff (former);[3] Titanic Captain (Captain of the Fifth Ship); Chief of Staff[4],"""Demon Sheriff"" (鬼保安官, Oni Hoankan?)[5]",Alive,39 (debut)41 (after timeskip)[4],"At least 42,200,000[4]",,,,41,Blackbeard Pirates
Tony Tony Chopper,Chapter 134; Episode 81[1],"Straw Hat Pirates;Straw Hat Grand Fleet;Foxy Pirates (former, temporary);Ninja-Pirate-Mink-Samurai Alliance (disbanded)",Doctor; Pirate; Senior Officer[2],"""Cotton Candy Lover"" (わたあめ大好き, Wataame Daisuki?)[6]",Alive,15 (debut)[7]17 (after timeskip)[8][9],"1,000[2]100[12]50[6]","Sakura Kingdom (former);Torino Kingdom (former, temporary)",Hito Hito no Mi,1000.0,17,Straw Hat Pirates
Negikuma Maria,Chapter 133; Episode 80[1],,Housewife[2],,Alive,43 (debut)[2]  45 (after timeskip),,Bighorn[1],,,45,
Tamachibi,Chapter 134; Episode 81[1],Stool Restaurant[1][2],,,Alive,,,"Cocoa Weed, Drum Island[1]",,,,Stool Restaurant  
Robson,Chapter 135; Episode 81[1],Drum Kingdom (former); Bliking Pirates (disbanded)[1],Wapol's Pet[1],,Alive,,,,,,,Drum Kingdom  
Isshi-100,Isshi-20: Chapter 136; Episode 82[1]Isshi-100: Chapter 637 (cover)[2],Sakura Kingdom; Bliking Pirates (disbanded); Drum Kingdom (former),Doctors,,,,,,,,,Sakura Kingdom
Hiriluk,Chapter 141; Episode 85[1],,Doctor; Thief (former),"Dr. Hiriluk (Dr.ヒルルク, Dokutā Hiruruku?)",Deceased,,,Drum Island,,,,
Nefertari Cobra,Chapter 142; Episode 91[1],Arabasta Kingdom[1][2],King of Arabasta[1][2],,Deceased,48 (debut)[4],,"Alubarna, Arabasta",,,48,Arabasta Kingdom  
Thalassa Lucas,Chapter 142; Episode 91[1],Ilisia Kingdom,King (former),,Unknown,,,,,,,Ilisia Kingdom
Chessmarimo,Chapter 147; Episode 87[1],"Bliking Pirates, Drum Kingdom",Servant of Wapol; Pirate,,Alive,,,,,,,"Bliking Pirates, Drum Kingdom"
Yurikah,Chapter 151's cover[1],Tulip Pirates[1],Pirate Captain[1],,Alive,,,,,,,Tulip Pirates 
Portgas D. Ace,Chapter 154; Episode 91[1],Whitebeard Pirates;[2]Spade Pirates (former);[3]Dadan Family (former);Impel Down (former),2nd Division Commander;[2] Pirate; Captain (former);[3] Prisoner of the Great Prison (former); Thief (former); Bandit (former),"""Fire Fist"" Ace (火拳のエース, Hiken no Ēsu?)[4] (""Heat Fist Trace"" in the edited dub)",Deceased,,"550,000,000[9]",Baterilla (former);Mt. Colubo (former),Mera Mera no Mi,550000000.0,,Whitebeard Pirates
Puppu,Chapter 155; Episode 92[1],Pirate crew,"Pirate, Captain",,Unknown,,,,,,,Pirate crew
Chaka,Chapter 155; Episode 91[1],Arabasta Kingdom,Commander of Royal Guards[2],"""Chaka the Jackal"" (ジャッカルのチャカ, Jakkaru no Chaka?)[2]",Alive,39 (debut)41 (after timeskip)[3],,,"Inu Inu no Mi, Model: Jackal[5]",,41,Arabasta Kingdom
Pell,Chapter 155; Episode 91,Arabasta Kingdom,Commander of Royal Guards[1],"""Pell the Falcon"" (ハヤブサのペル, Hayabusa no Peru?)[1]",Alive,33 (debut)35 (after timeskip)[2],,,"Tori Tori no Mi, Model: Falcon",,35,Arabasta Kingdom
Daz Bonez,Chapter 160; Episode 103[1],Cross Guild;[2] Baroque Works[1] (former),Pirate; Assassin; Officer Agent[1] (former); Bounty Hunter (former),"""The Killer"" (殺し屋, Koroshiya?)[4]",Alive,29 (debut)31 (after timeskip)[3],"75,000,000[3]",,Supa Supa no Mi,75000000.0,31,Cross Guild
Zala,Chapter 155;[1] Episode 103[2],New Spiders Cafe; Baroque Works[3]  (Former),Spiders Cafe Owner;[3] Assassin (Former);[4] Officer Agent[4] (Former),"""Poison Spider Zala"" (毒グモのザラ, Doku Gumo no Zara?)[4]",Alive,26 (debut)28 (after timeskip)[4],"35,000,000[4]",,Toge Toge no Mi[6],35000000.0,28,New Spiders Cafe
Babe,Chapter 160; Episode 103[1],New Spiders Cafe; Baroque Works[1] (former),Cafe Delivery Boy[2]; Officer Agent[1] (former),"""Catcher-Killing"" Babe (キャッチャー殺しのベーブ, Kyatchā-Goroshi no Bēbu?)[3]",Alive,28 (debut)30 (after timeskip)[3],"3,200,000[3]",,,3200000.0,30,New Spiders Cafe
Drophy,Chapter 160; Episode 103[1],New Spiders Cafe; Baroque Works[1] (former),Cafe Waitress; Officer Agent[1] (former),"""Town-Collapser"" Drophy (町落としのドロフィー, Machi Otoshi no Dorofī?)[2]",Alive,49 (debut)51 (after timeskip)[2],"14,000,000[2]",,Mogu Mogu no Mi,14000000.0,51,New Spiders Cafe
Mr. 6,Chapter 155; Episode 91 (mentioned)[1],Baroque Works[1],Frontier Agent,,Alive,,,,,,,Baroque Works 
Miss Mother's Day,Chapter 155; Episode 91 (mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,Baroque Works 
Mr. 7,Chapter 205; Episode 124[1],Baroque Works,Frontier Agent (former); Sniper,,Alive,,,,,,,Baroque Works
Miss Father's Day,Chapter 205; Episode 124[1],Baroque Works[1],Frontier Agent; Sniper[1],,Alive,,,,,,,Baroque Works 
Mr. 10,Chapter 155; Episode 91 (Mentioned),Baroque Works,Frontier Agent,,Alive,,,,,,,Baroque Works
Miss Tuesday,Chapter 155; Episode 91 (mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,Baroque Works 
Miss Thursday,Chapter 155; Episode 91 (mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,Baroque Works 
Mr. 12,Chapter 155; Episode 91 (mentioned)[1],Baroque Works[1],Frontier Agent,,Alive,,,,,,,Baroque Works 
Miss Saturday,Chapter 155; Episode 91 (mentioned)[1],Baroque Works[1],Frontier Agent[1],,Alive,,,,,,,Baroque Works 
Yoshimoto,Chapter 157; Episode 94[1],,Restaurant owner[1],,Alive,,,,,,,
Sea Beast,"Chapter 73, Episode 31[1]",,,,,,,,,,,
Edward Newgate,Chapter 159; Episode 95 (silhouette);[3]Chapter 234; Episode 151 (full)[1],Whitebeard Pirates;[1] Four Emperors (former);[4] Rocks Pirates (former)[5],Pirate Captain;[1] Emperor (former)[4],"""Whitebeard"" (白ひげ, Shirohige?, ""White Beard"" in the edited dub);[1]""The Strongest Man in the World"" (世界最強の男, Sekai Saikyō no Otoko?)""The Man Closest to One Piece"" (ひとつなぎの大秘宝に最も近い男, Wan Pīsu ni Mottomo Chikai Otoko?)[7]",Deceased,,"5,046,000,000[11]",Sphinx (former)[6],Gura Gura no Mi,5046000000.0,,Whitebeard Pirates
Mr. Mellow,Chapter 159; Episode 95[2],Baroque Works (Billions)[2],Bounty Hunter[2],,Alive,,,,,,,Baroque Works   
Matsuge,Chapter 162;[1] Episode 93[2],"Super Spot-Billed Duck Troops,[3] Straw Hat Pirates (temporary)",Royal Transport,,Alive,15 (debut)17 (after timeskip)[4],,Alubarna; Rainbase (former),,,17,"Super Spot-Billed Duck Troops,  Straw Hat Pirates  "
Agotogi,Chapter 163; Episode 100[1],His own bandit gang[1],Bandit[1],,Alive,,,Arabasta[1],,,,His own bandit gang 
Koza,Chapter 163; Episode 93[1],Arabasta Kingdom;Suna Suna Clan (former);Rebel Army (former),Environmental Minister;[2]Rebel Army leader (former);[3]Suna Suna Clan leader (former);[4],,Alive,20 (debut)22 (after timeskip)[6],,"Yuba, Arabasta; Katorea, Arabasta (Former)",,,22,Arabasta Kingdom
Toto,Chapter 163; Episode 100[1],Koza,Yuba villager,,Alive,,,"Yuba, Arabasta",,,,Koza
Aswa,Chapter 163; Episode 100[1],Neutral civilian,,,Unknown,,,Arabasta[1],,,,Neutral civilian
Okame,Chapter 163; Episode 100[1],Suna Suna Clan (former); Rebel Army[1],Rebel (former),,Alive,,,Arabasta,,,,Suna Suna Clan  
Kebi,Chapter 164; Episode 100,Arabasta Kingdom; Suna Suna Clan (formerly); Rebel Army (formerly),Rebel (former),,Alive,,,Arabasta,,,,Arabasta Kingdom
Natto,Chapter 164; Episode 100,Suna Suna Clan,,,Alive,,,Arabasta,,,,Suna Suna Clan
Marine Headquarters Court,Chapter 164 cover[1],Marines; World Government,Judges,,Alive,,,,,,,Marines
Erik,Chapter 167; Episode 105[2],Suna Suna Clan (former); Rebel Army (former)[2],Rebel (former)[2],,Alive,,,Arabasta Kingdom,,,,Suna Suna Clan  
Farafra,Chapter 167; Episode 105[1],Arabasta; Rebel Army (former),Rebel (former),,Alive,,,,,,,Arabasta
Kappa,Chapter 167; Episode 105[1],,Shoeshiner,,Alive,,,Nanohana,,,,
Ultraking,Chapter 169; Episode 106[2],Rain Dinners[2],Assistant-Manager,,Alive,,,,,,,Rain Dinners 
Koala Mercenaries,Chapter 169; Episode 106,Rain Dinners,Bodyguards,,Alive,,,,,,,Rain Dinners
Hina,Chapter 171; Episode 127[1],Marines;[1] Black Cage Corps[2],Rear Admiral;[3] Captain (former)[4],"""Black Cage Hina"" (黒檻のヒナ, Kuro Ori no Hina?)[4]",Alive,32 (debut)[6]34 (after timeskip)[5],,,Ori Ori no Mi,,34,Marines
Hasami,Chapter 176; Episode 110[1],Ukkari Hot-Spring Island; Matsuge; Straw Hat Pirates (temporary)[1],Ukkari Hot-Springs Resort Transportation,,Alive,,,Arabasta Kingdom; Ukkari Hot-Springs Island,,,,Ukkari Hot-Spring Island
Super Spot-Billed Duck Troops,Chapter 180; Episode 111[1],Arabasta,,,,,,,,,,Arabasta
Lassoo,Chapter 160; Episode 103[1],New Spiders Cafe; Baroque Works[1] (former),Cafe Mascot;[2] Pet[1],,Alive,,,,"Inu Inu no Mi, Model: Dachshund",,,New Spiders Cafe
Goldfish Princess,Chapter 189 cover,Goldfish Empire,Princess of Goldfish Empire,,Alive,,,,,,,Goldfish Empire
Seaboar,Chapter 191  (cover page)[1],Sea Floor,,,Alive,,,,,,,Sea Floor
Camie,Chapter 195 (cover)[1]; Episode 385[2],"Takoyaki 8, Mermaid Cafe",Fashion designing apprenticeTakoyaki sellerWaitress at Mermaid Cafe,,Alive,16 (debut)18 (after timeskip)[3],,,,,18,"Takoyaki 8, Mermaid Cafe"
Pappag,Chapter 195 (cover)[1]; Episode 385,Criminal brand; Takoyaki 8,Fashion Designer; Takoyaki seller; Pet,,Alive,31 (debut)33 (after timeskip)[2],,Gyoverly Hills,,,33,Criminal brand
Tsumegeri Guards,Chapter 196; Episode 120[1],Arabasta Kingdom[1],Guards[1],,Deceased,,,,,,,Arabasta Kingdom 
Macro,Chapter 197;[1] Episode 386,Macro Pirates;[2] Sun Pirates (former)[3],Pirate; Captain; Slave trader[2],,Alive,,,,,,,Macro Pirates
Gyaro,Chapter 197; Episode 387[1],Macro Pirates; Sun Pirates (former)[2],Pirate; Slave trader[1],,Alive,,,,,,,Macro Pirates
Tansui,Chapter 197 cover page;[1] Episode 387[2],Macro Pirates;[1] Sun Pirates (former)[3],Pirate; Slave trader[2],,Alive,,,,,,,Macro Pirates
Octopako,Chapter 203 cover; Episode 531‎[1],,,,Alive,,,,,,,
Mash,Chapter 204 cover[1],Sea Floor[1],Holder of the Takoyaki recipe and sauce[2],,Unknown,,,,,,,Sea Floor 
Mr. Love,"Chapter 206, Episode 125[1]",Baroque Works (Billions)[citation needed];Rebel Army (ruse)[1],,,Alive,,,,,,,Baroque Works   
Terracotta,Chapter 213; Episode 128[1],Arabasta Kingdom[1],Royal Head Chef; Royal Seamstress[1],,Alive,,,,,,,Arabasta Kingdom 
Ho,Chapter 213; Episode 128[2],Nefertari Family,Doctor[2],"Dr. Ho (Dr.ホウ, Dokutā Hō?)",Alive,,,,,,,Nefertari Family
Shine,Chapter 214; Episode 128[1],Marines[1],Chief Petty Officer[2],,Alive,,,,,,,Marines 
Headband Catfish Village,Chapter 214[1],,,,,,,,,,,
Nefertari Titi,Chapter 215; Episode 129[1],Arabasta Kingdom,Queen,,Deceased,,,,,,,Arabasta Kingdom
Maidy,Chapter 215; Episode 129[2],Nefertari Family[2],Lady's maid[2],,Alive,,,"Alubarna, Arabasta[2]",,,,Nefertari Family 
Makko,Chapter 216[1],Marines; Black Cage Corps[1],Marine Ensign[2],,Alive,,,,,,,Marines
Potsun,Chapter 217; Episode 130[1],,Doctor[1],,Alive,,,,,,,
Masira,Chapter 219; Episode 144[1],Saruyama Alliance (Masira Pirates)[1],Pirate; Captain[1],"""Salvage King"" Masira (サルベージ王マシラ, Sarubēji-Ō Mashira?)",Alive,23 (debut)25 (after timeskip)[3],"23,000,000",Jaya,,23000000.0,25,Saruyama Alliance   
Roshio,Chapter 222; Episode 146[1],Roshio Pirates[1],Pirate; Captain[1],"""Executioner"" Roshio (処刑人ロシオ, Shokei-nin Roshio?)[1]",Deceased,,"42,000,000[1]",,,42000000.0,,Roshio Pirates 
Bellamy,Chapter 222; Episode 146[1],Donquixote Pirates (former);[2] Bellamy Pirates[3] (former)[2],Dyer; Pirate Captain[3] (former)[2],"""Bellamy the Hyena"" (ハイエナのベラミー, Haiena no Beramī?);[3]""Deadly Bullet of Dressrosa"" (ドレスローザの凶弾, Doresurōza no kyōdan?);[2]""The Big-Time Rookie"" (大型ルーキー, Ōgata Rūkī?)[4]",Alive,25 (debut)27 (after timeskip)[6],"195,000,000[2]55,000,000[3]",Dressrosa (former)Notice (former),Bane Bane no Mi,195000000.0,27,Donquixote Pirates  
Sarquiss,Chapter 222; Episode 146[1],Bellamy Pirates[2],First Mate[2] (former),"""Big Knife Sarquiss"" (ビッグナイフ・サーキース, Biggunaifu Sākīsu?)[2]",Unknown,25 (debut)27 (after timeskip)[3],"38,000,000[2]",,,38000000.0,27,Bellamy Pirates 
Lily,Chapter 223; Episode 146[1],Bellamy Pirates[1],,,Unknown,,,,,,,Bellamy Pirates 
Ross,Chapter 223; Episode 146[1],Bellamy Pirates[1],Combatant; Swordsman[2],,Unknown,,,,,,,Bellamy Pirates 
Eddy,Chapter 223; Episode 146[1],Bellamy Pirates[1],Navigator[1],,Unknown,,,,,,,Bellamy Pirates 
Hewitt,Chapter 223; Episode 146[1],Bellamy Pirates[1],Chef[1],,Unknown,,,,,,,Bellamy Pirates 
Rivers,Chapter 223; Episode 146[1],Bellamy Pirates[1],Sniper[1],,Unknown,,,,,,,Bellamy Pirates 
Mani,Chapter 223; Episode 146[1],Bellamy Pirates[1],Combatant[1],,Unknown,,,,,,,Bellamy Pirates 
